exposuretype,securitylevel,varcharext,createuserid,coverageid,createtime,compbenefitsid,averageweeklywages,daysinweek,lostpropertytype,segment,lastdayworked,ssbenefit,pipdeathbenefitsid,id,claimid,rsbenefitsid,examinationdate,ppdbenefitsid,integerext,tpdbenefitsid,wagestmtrecd,claimanttype,closedoutcome,hospitaldate,incidentlimitreached,locked,wcbenefit,settlemethod,othercovgchoice,wagebenefit,deathbenefitsid,assignedgroupid,depreciatedvalue,previousqueueid,assignmentdate,assignmentstatus,loadcommandid,metriclimitgeneration,disbenefitsid,progress,diagnosticcnsistnt,assignedbyuserid,wcpreexdisblty,updateuserid,updatetime,losscategory,treatedpatientbfr,lossparty,publicid,breakin,retired,archivepartition,validationlevel,pippersonagglimitreached,lifepensionbenefitsid,jurisdictionstate,state,coveragesubtype,previoususerid,vocbenefitsid,statlineid,priorempdataid,reopendate,isoreceivedate,claimorder,strategy,ptdbenefitsid,replacementvalue,ttdbenefitsid,wcpreexdisbltyinfo,closedate,wcbenefitsid,previousgroupid,exposuretier,riagreementgroupid,pipvocbenefitsid,isostatus,settledate,ssdibenefitsid,pipnonmedagglimitreached,assignedqueueid,pipesslimitreached,othercoverageinfo,templocationid,hospitaldays,furthertreatment,assigneduserid,isosenddate,ssdieligible,isoknown,exposurelimitreached,reopenedreason,beanversion,wagestmtsent,claimantdenormid,primarycoverage,currentconditions,incidentid,newempdataid,rigroupsetexternally,pipclaimagglimitreached,othercoverage,contactpermitted
COMP,,,,COV01-1000004,2018-03-27,,,,,,,,,EXP01-10003,CLM01-1005927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-23,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100720,,,,,
GLASS,,,,COV01-1000002,2018-12-19,,,,,,,,,EXP01-10001,CLM01-1001540,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100721,,,,,
BI,,,,COV01-1000001,2018-04-16,,,,,,,,,EXP01-10002,CLM01-1003665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-11,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100722,,,,,
COL,,,,COV01-1000002,2018-07-04,,,,,,,,,EXP01-10004,CLM01-1004144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100723,,,,,
COL,,,,COV01-1000001,2019-01-14,,,,,,,,,EXP01-10004,CLM01-1000809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100724,,,,,
PD,,,,COV01-1000001,2018-07-31,,,,,,,,,EXP01-10005,CLM01-1010973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-08-28,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100725,,,,,
COMP,,,,COV01-1000001,2019-02-03,,,,,,,,,EXP01-10003,CLM01-1005925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100726,,,,,
GLASS,,,,COV01-1000002,2019-01-03,,,,,,,,,EXP01-10001,CLM01-1005169,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2019-01-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100727,,,,,
BI,,,,COV01-1000002,2018-09-23,,,,,,,,,EXP01-10002,CLM01-1007243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100728,,,,,
COL,,,,COV01-1000001,2018-08-24,,,,,,,,,EXP01-10004,CLM01-1008595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-09-19,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100729,,,,,
COL,,,,COV01-1000002,2018-02-23,,,,,,,,,EXP01-10004,CLM01-1009635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-03-23,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100730,,,,,
GLASS,,,,COV01-1000002,2018-07-18,,,,,,,,,EXP01-10001,CLM01-1001272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-24,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100731,,,,,
COMP,,,,COV01-1000002,2018-11-25,,,,,,,,,EXP01-10003,CLM01-1001051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100732,,,,,
COMP,,,,COV01-1000002,2018-06-24,,,,,,,,,EXP01-10003,CLM01-1002881,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-29,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100733,,,,,
BI,,,,COV01-1000002,2018-08-03,,,,,,,,,EXP01-10002,CLM01-1001322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100734,,,,,
BI,,,,COV01-1000001,2018-12-02,,,,,,,,,EXP01-10002,CLM01-1008433,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100735,,,,,
BI,,,,COV01-1000001,2018-04-29,,,,,,,,,EXP01-10002,CLM01-1000436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-28,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100736,,,,,
GLASS,,,,COV01-1000005,2018-01-05,,,,,,,,,EXP01-10001,CLM01-1007353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-01-15,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100737,,,,,
GLASS,,,,COV01-1000002,2018-03-04,,,,,,,,,EXP01-10001,CLM01-1002772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100738,,,,,
COMP,,,,COV01-1000001,2018-01-24,,,,,,,,,EXP01-10003,CLM01-1008372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100739,,,,,
COMP,,,,COV01-1000004,2018-03-20,,,,,,,,,EXP01-10003,CLM01-1006589,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100740,,,,,
PD,,,,COV01-1000002,2018-07-18,,,,,,,,,EXP01-10005,CLM01-1008357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-08-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100741,,,,,
COMP,,,,COV01-1000002,2018-08-25,,,,,,,,,EXP01-10003,CLM01-1001290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100742,,,,,
BI,,,,COV01-1000001,2018-05-07,,,,,,,,,EXP01-10002,CLM01-1002972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100743,,,,,
PD,,,,COV01-1000001,2019-02-01,,,,,,,,,EXP01-10005,CLM01-1007796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100744,,,,,
COMP,,,,COV01-1000001,2018-08-18,,,,,,,,,EXP01-10003,CLM01-1004446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100745,,,,,
COMP,,,,COV01-1000002,2018-05-23,,,,,,,,,EXP01-10003,CLM01-1001595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100746,,,,,
COL,,,,COV01-1000002,2018-03-15,,,,,,,,,EXP01-10004,CLM01-1004644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-13,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100747,,,,,
COL,,,,COV01-1000002,2018-03-10,,,,,,,,,EXP01-10004,CLM01-1007950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-07,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100748,,,,,
PD,,,,COV01-1000001,2018-12-05,,,,,,,,,EXP01-10005,CLM01-1002992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100749,,,,,
GLASS,,,,COV01-1000002,2018-09-09,,,,,,,,,EXP01-10001,CLM01-1010649,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-09-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100750,,,,,
PD,,,,COV01-1000001,2018-11-02,,,,,,,,,EXP01-10005,CLM01-1009810,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100751,,,,,
COMP,,,,COV01-1000002,2018-06-20,,,,,,,,,EXP01-10003,CLM01-1007020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100752,,,,,
PD,,,,COV01-1000002,2018-04-01,,,,,,,,,EXP01-10005,CLM01-1003841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-03,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100753,,,,,
COL,,,,COV01-1000002,2018-07-09,,,,,,,,,EXP01-10004,CLM01-1005301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100754,,,,,
GLASS,,,,COV01-1000002,2018-12-20,,,,,,,,,EXP01-10001,CLM01-1007730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-12-24,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100755,,,,,
GLASS,,,,COV01-1000002,2018-05-17,,,,,,,,,EXP01-10001,CLM01-1009223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-26,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100756,,,,,
COMP,,,,COV01-1000002,2018-04-22,,,,,,,,,EXP01-10003,CLM01-1003017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100757,,,,,
BI,,,,COV01-1000001,2018-02-05,,,,,,,,,EXP01-10002,CLM01-1009035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100758,,,,,
BI,,,,COV01-1000005,2018-03-19,,,,,,,,,EXP01-10002,CLM01-1006096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100759,,,,,
COMP,,,,COV01-1000002,2018-09-14,,,,,,,,,EXP01-10003,CLM01-1009738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-10-10,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100760,,,,,
PD,,,,COV01-1000005,2018-06-12,,,,,,,,,EXP01-10005,CLM01-1004212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-07-12,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100761,,,,,
BI,,,,COV01-1000001,2018-12-10,,,,,,,,,EXP01-10002,CLM01-1000549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100762,,,,,
PD,,,,COV01-1000001,2018-09-07,,,,,,,,,EXP01-10005,CLM01-1001823,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-05,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100763,,,,,
PD,,,,COV01-1000005,2018-01-11,,,,,,,,,EXP01-10005,CLM01-1003742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-02-13,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100764,,,,,
BI,,,,COV01-1000002,2018-05-29,,,,,,,,,EXP01-10002,CLM01-1009873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100765,,,,,
COL,,,,COV01-1000001,2018-02-11,,,,,,,,,EXP01-10004,CLM01-1008105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-03-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100766,,,,,
GLASS,,,,COV01-1000002,2018-07-30,,,,,,,,,EXP01-10001,CLM01-1002105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100767,,,,,
COMP,,,,COV01-1000001,2018-03-21,,,,,,,,,EXP01-10003,CLM01-1000702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-17,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100768,,,,,
GLASS,,,,COV01-1000002,2018-01-15,,,,,,,,,EXP01-10001,CLM01-1009290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-01-27,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100769,,,,,
COMP,,,,COV01-1000002,2018-05-10,,,,,,,,,EXP01-10003,CLM01-1004807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100770,,,,,
COMP,,,,COV01-1000002,2018-02-06,,,,,,,,,EXP01-10003,CLM01-1003138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100771,,,,,
COMP,,,,COV01-1000002,2018-01-27,,,,,,,,,EXP01-10003,CLM01-1007579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-02-21,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100772,,,,,
BI,,,,COV01-1000002,2018-05-06,,,,,,,,,EXP01-10002,CLM01-1010058,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100773,,,,,
GLASS,,,,COV01-1000001,2018-04-21,,,,,,,,,EXP01-10001,CLM01-1010498,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-05-05,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100774,,,,,
COMP,,,,COV01-1000001,2018-08-09,,,,,,,,,EXP01-10003,CLM01-1007807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100775,,,,,
COMP,,,,COV01-1000001,2018-07-27,,,,,,,,,EXP01-10003,CLM01-1010795,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100776,,,,,
BI,,,,COV01-1000001,2018-04-11,,,,,,,,,EXP01-10002,CLM01-1002162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-05-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100777,,,,,
COMP,,,,COV01-1000002,2019-01-01,,,,,,,,,EXP01-10003,CLM01-1001608,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100778,,,,,
PD,,,,COV01-1000004,2018-05-15,,,,,,,,,EXP01-10005,CLM01-1008138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-09,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100779,,,,,
COL,,,,COV01-1000002,2018-05-21,,,,,,,,,EXP01-10004,CLM01-1009789,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-22,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100780,,,,,
GLASS,,,,COV01-1000002,2018-04-01,,,,,,,,,EXP01-10001,CLM01-1004830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-10,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100781,,,,,
PD,,,,COV01-1000002,2019-01-07,,,,,,,,,EXP01-10005,CLM01-1007482,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100782,,,,,
BI,,,,COV01-1000001,2018-07-09,,,,,,,,,EXP01-10002,CLM01-1008167,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-08-04,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100783,,,,,
GLASS,,,,COV01-1000004,2018-05-07,,,,,,,,,EXP01-10001,CLM01-1002876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100784,,,,,
COMP,,,,COV01-1000001,2018-05-29,,,,,,,,,EXP01-10003,CLM01-1005390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-24,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100785,,,,,
PD,,,,COV01-1000002,2018-09-14,,,,,,,,,EXP01-10005,CLM01-1005676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-10-11,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100786,,,,,
PD,,,,COV01-1000002,2018-06-07,,,,,,,,,EXP01-10005,CLM01-1009826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-06,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100787,,,,,
GLASS,,,,COV01-1000001,2018-05-29,,,,,,,,,EXP01-10001,CLM01-1010073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-08,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100788,,,,,
COMP,,,,COV01-1000001,2018-11-03,,,,,,,,,EXP01-10003,CLM01-1008901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100789,,,,,
BI,,,,COV01-1000001,2018-11-23,,,,,,,,,EXP01-10002,CLM01-1006342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-12-18,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100790,,,,,
COL,,,,COV01-1000001,2018-05-18,,,,,,,,,EXP01-10004,CLM01-1010577,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-06-15,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100791,,,,,
COL,,,,COV01-1000001,2018-02-28,,,,,,,,,EXP01-10004,CLM01-1008278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-03-29,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100792,,,,,
PD,,,,COV01-1000002,2018-09-11,,,,,,,,,EXP01-10005,CLM01-1008829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100793,,,,,
PD,,,,COV01-1000001,2018-03-20,,,,,,,,,EXP01-10005,CLM01-1003162,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,2018-04-14,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100794,,,,,
GLASS,,,,COV01-1000001,2019-01-15,,,,,,,,,EXP01-10001,CLM01-1006846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100795,,,,,
COMP,,,,COV01-1000001,2018-12-01,,,,,,,,,EXP01-10003,CLM01-1000781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100796,,,,,
COMP,,,,COV01-1000002,2018-05-12,,,,,,,,,EXP01-10003,CLM01-1009362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100797,,,,,
PD,,,,COV01-1000001,2019-01-06,,,,,,,,,EXP01-10005,CLM01-1007949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100798,,,,,
GLASS,,,,COV01-1000001,2019-01-05,,,,,,,,,EXP01-10001,CLM01-1006903,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100799,,,,,
COMP,,,,COV01-1000001,2019-01-18,,,,,,,,,EXP01-10003,CLM01-1007813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100800,,,,,
COMP,,,,COV01-1000004,2019-01-29,,,,,,,,,EXP01-10003,CLM01-1000754,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100801,,,,,
COMP,,,,COV01-1000002,2018-08-14,,,,,,,,,EXP01-10003,CLM01-1000824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-09-08,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100802,,,,,
COL,,,,COV01-1000004,2019-01-24,,,,,,,,,EXP01-10004,CLM01-1006185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100803,,,,,
BI,,,,COV01-1000005,2019-02-01,,,,,,,,,EXP01-10002,CLM01-1000749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Thirdparty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100804,,,,,
BI,,,,COV01-1000002,2018-03-19,,,,,,,,,EXP01-10002,CLM01-1009075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-18,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100805,,,,,
COMP,,,,COV01-1000001,2018-04-23,,,,,,,,,EXP01-10003,CLM01-1002809,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100806,,,,,
COMP,,,,COV01-1000001,2018-03-17,,,,,,,,,EXP01-10003,CLM01-1006683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-04-19,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100807,,,,,
COL,,,,COV01-1000001,2018-06-15,,,,,,,,,EXP01-10004,CLM01-1007866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Insured,,,,,,,,,,,,,,,,,,,,,,,2018-07-16,,,,,,,,,,,,,,,,,,,,,,,,,,,INC01-100808,,,,,
